index,name,state,county,enroll,overall,xmed,xrel,xper,lat,lng
320,Leonardo Elementary,New Jersey,Monmouth,41,100,,,,40.4115119,-74.0589554
321,Lester C.Noecker Elementary,New Jersey,Essex,55,100,,,,40.8232509,-74.3121879
322,Life Center Academy,New Jersey,Burlington,11,100,,,,40.0827189,-74.791443
323,Lillian M. Steen Elementary,New Jersey,Bergen,32,100,,,,40.8782883,-74.032541
324,Lincoln,New Jersey,Passaic,43,100,,,,40.9515114,-74.1495947
325,Lincoln - Dumont,New Jersey,Bergen,28,100,,,,40.9414472,-74.0036789
326,Lincoln Elementary - New Brunswick,New Jersey,Middlesex,144,100,,,,40.5004328,-74.4536951
327,Linden 5,New Jersey,Union,51,100,,,,40.6286865,-74.2712142
328,Linden 6,New Jersey,Union,57,100,,,,40.6132261,-74.2383089
329,Linden Number 4 Elementary,New Jersey,Union,68,100,,,,40.6474445,-74.2395752
330,Linden Number 8 Elementary,New Jersey,Union,46,100,,,,40.6281976,-74.2580979
331,Little Footsteps at Wayne PAL,New Jersey,Passaic,5,100,,,,40.9115293,-74.2576361
332,Little Friends of Jesus Nursery,New Jersey,Somerset,13,100,,,,40.605024,-74.565611
333,Little Lights Daycare,New Jersey,Camden,12,100,,,,39.774607,-75.0039297
334,Little PAL's Preschool,New Jersey,Monmouth,5,100,,,,40.2477865,-74.0053965
335,Little Treasures Learning Center,New Jersey,Middlesex,46,100,,,,40.5767886,-74.3857106
336,Little Village Country Day,New Jersey,Morris,13,100,,,,40.8278895,-74.5651165
337,Longfellow Elementary,New Jersey,Camden,43,100,,,,39.9648825,-75.0641324
338,Looking Glass Children's Center,New Jersey,Essex,8,100,,,,40.8371826,-74.1877214
339,Lord Stirling Community,New Jersey,Middlesex,99,100,,,,40.4877205,-74.4409943
340,Lovell J. Honiss,New Jersey,Bergen,39,100,,,,40.9379183,-73.9869514
341,Lowell,New Jersey,Bergen,18,100,,,,40.8962274,-74.0220614
342,Lower Alloways Creek Township,New Jersey,Salem,11,100,,,,39.464053,-75.411149
343,Luis Munoz Marin Elementary,New Jersey,Essex,59,100,,,,40.772424,-74.160445
344,Lyncrest Elementary,New Jersey,Bergen,39,100,,,,40.9272629,-74.1264587
345,Lynn Crest Elementary 22,New Jersey,Middlesex,51,100,,,,40.5890038,-74.3312184
346,M. Scott Carpenter,New Jersey,Middlesex,44,100,,,,40.3986033,-74.3369814
347,Madison Avenue Baptist Academy,New Jersey,Passaic,13,100,,,,40.9103295,-74.1565342
348,Magic Kingdom Day Nursery,New Jersey,Morris,8,100,,,,40.757893,-74.384265
349,Malcolm S. Mackay,New Jersey,Bergen,59,100,,,,40.9290294,-73.9719843
350,Manasquan Elementary,New Jersey,Monmouth,34,100,,,,40.1275562,-74.0477105
351,Manito Elementary,New Jersey,Bergen,37,100,,,,41.036009,-74.213376
352,Mannington Township,New Jersey,Salem,9,100,,,,39.6080921,-75.4111644
353,Maple Road,New Jersey,Passaic,39,100,,,,41.0635733,-74.3894443
354,Maria L. Varisco Rogers Charter,New Jersey,Essex,60,100,,,,40.7746431,-74.1647158
355,Marie D. Durand Elementary,New Jersey,Cumberland,66,100,,,,39.5257752,-75.0291199
356,Marie V. Duffy Elementary,New Jersey,Morris,66,100,,,,40.8951952,-74.5758963
357,Marion P. Thomas Elementary,New Jersey,Essex,64,100,,,,40.7357952,-74.1990946
358,Mark Newbie Elementary,New Jersey,Camden,22,100,,,,39.920751,-75.080465
359,Marlboro Elementary,New Jersey,Monmouth,48,100,,,,40.3233175,-74.2644245
360,Martin Luther King Education Complex,New Jersey,Passaic,85,100,,,,40.9077669,-74.1485748
361,Martin Luther King Jr. 6,New Jersey,Passaic,138,100,,,,40.8643923,-74.1247614
362,Mary Bray Elementary,New Jersey,Camden,44,100,,,,39.8813042,-75.0907144
363,Maurice Hawk,New Jersey,Mercer,146,100,,,,40.3066707,-74.6264762
364,Maurice River Township Elementary,New Jersey,Cumberland,27,100,,,,39.3079836,-74.9801904
365,Mawbey Street 1,New Jersey,Middlesex,62,100,,,,40.5604549,-74.288789
366,Max Leuchter,New Jersey,Cumberland,53,100,,,,39.4942835,-75.0343813
367,McGalliard Elementary,New Jersey,Mercer,45,100,,,,40.1973896,-74.7084667
368,McKinley,New Jersey,Hudson,40,100,,,,40.7759092,-74.038761
369,McKinley Community,New Jersey,Middlesex,73,100,,,,40.4828195,-74.4714957
370,Meadow Flower Nursery,New Jersey,Monmouth,17,100,,,,40.3554942,-74.0347164
371,Memorial Elementary - Old Bridge,New Jersey,Middlesex,76,100,,,,40.4452255,-74.2482265
372,Mendham Township Elementary,New Jersey,Morris,51,100,,,,40.792419,-74.5705894
373,Meoros Bais Yaakov,New Jersey,Ocean,30,100,,,,40.080202,-74.235088
374,Mercerville Elementary,New Jersey,Mercer,44,100,,,,40.2372922,-74.6894426
375,Mesivta of Clifton,New Jersey,Passaic,13,100,,,,40.8341748,-74.13553
376,Metuchen Christian Academy,New Jersey,Middlesex,32,100,,,,40.5300131,-74.3685737
377,Mildred Barry Garvin,New Jersey,Essex,41,100,,,,40.7598496,-74.201332
378,Milford Brook,New Jersey,Monmouth,79,100,,,,40.3068282,-74.3492366
379,Millville Public Charter,New Jersey,Cumberland,41,100,,,,39.4076894,-75.0317078
380,Milton H. Allen Elementary,New Jersey,Burlington,48,100,,,,39.8979038,-74.8273407
381,Monmouth Junction Elementary,New Jersey,Middlesex,54,100,,,,40.3789856,-74.5491804
382,Montclair Kimberley Academy - Primary,New Jersey,Essex,42,100,,,,40.8266949,-74.2166991
383,Montessori Academy and Learning Center,New Jersey,Middlesex,7,100,,,,40.3810504,-74.5184726
384,Montessori Corner at Princeton Meadows,New Jersey,Middlesex,15,100,,,,40.3274691,-74.5746643
385,Montessori Learning Center - Ridgewood,New Jersey,Bergen,7,100,,,,40.9803449,-74.1144637
386,Montessori Learning House,New Jersey,Middlesex,11,100,,,,40.3781387,-74.4561561
387,Montessori of Delran,New Jersey,Burlington,5,100,,,,40.0027512,-74.9468836
388,Moorestown Friends,New Jersey,Burlington,27,100,,,,39.9643486,-74.9420223
389,Morris Avenue Early Childhood Learning Center,New Jersey,Monmouth,114,100,,,,40.2976564,-73.987516
390,Morris Goodwin,New Jersey,Cumberland,19,100,,,,39.4005439,-75.345832
391,Mother Seton Interparochial,New Jersey,Hudson,24,100,,,,40.7615178,-74.0351341
392,Mount Vernon Avenue,New Jersey,Essex,83,100,,,,40.7173599,-74.2336344
393,Mozarts and Einsteins - Jamesburg Campus,New Jersey,Middlesex,8,100,,,,40.3489444,-74.4388691
394,Mud Pies Learning Center of Totowa,New Jersey,Passaic,5,100,,,,40.911292,-74.226599
395,Mullica Township Primary,New Jersey,Atlantic,53,100,,,,39.5798392,-74.712383
396,N.E.W. Christian Academy,New Jersey,Bergen,12,100,,,,40.8920761,-74.0425548
397,Nathan Hale Elementary,New Jersey,Middlesex,76,100,,,,40.5848871,-74.2224264
398,Nellie K. Parker,New Jersey,Bergen,91,100,,,,40.8934675,-74.0585005
399,Neve Shalom Nursery,New Jersey,Middlesex,10,100,,,,40.547926,-74.353433
400,New Bairn,New Jersey,Passaic,7,100,,,,40.8648318,-74.1541293
401,New Beginnings Preschool,New Jersey,Middlesex,11,100,,,,40.942767,-74.0373803
402,New Horizons Montessori of Princeton Junction,New Jersey,Mercer,8,100,,,,40.318111,-74.6152763
403,New Horizons Preschool,New Jersey,Camden,8,100,,,,39.8637717,-74.9608335
404,Nicholas Oresko,New Jersey,Hudson,25,100,,,,40.6640261,-74.1154821
405,Nicholas S. LaCorte Peterstown 3,New Jersey,Union,92,100,,,,40.6574738,-74.2044505
406,Nicolas Copernicus PS 25,New Jersey,Hudson,113,100,,,,40.7483367,-74.0563695
407,Nixon Elementary,New Jersey,Morris,57,100,,,,40.9166797,-74.6529271
408,Noah's Ark Day,New Jersey,Ocean,7,100,,,,39.790877,-74.200132
409,Norman S. Weir,New Jersey,Passaic,21,100,,,,40.9178871,-74.1697147
410,North Cliff,New Jersey,Bergen,49,100,,,,40.8938366,-73.9473251
411,North Jersey Elks Development Disabilities Agency,New Jersey,Passaic,5,100,,,,40.8842399,-74.1494212
412,North Main Street,New Jersey,Atlantic,60,100,,,,39.3965579,-74.5187776
413,North Star Academy - Fairmount Elementary,New Jersey,Essex,91,100,,,,40.7477724,-74.195721
414,North Star Academy - Liberty Elementary,New Jersey,Essex,90,100,,,,40.7477724,-74.195721
415,North Star Academy - Valisburg Elementary,New Jersey,Essex,90,100,,,,40.7477724,-74.195721
416,North Star Academy - West Side Elementary,New Jersey,Essex,89,100,,,,40.7328742,-74.2097732
417,Northvail Elementary,New Jersey,Morris,50,100,,,,40.8718104,-74.3994357
418,Northvale Public,New Jersey,Bergen,56,100,,,,41.0132349,-73.9529709
419,Notre Dame Interparochial Academy,New Jersey,Bergen,45,100,,,,40.8481211,-73.9960732
420,Nursery Rhymes Preschool and Kindergarten,New Jersey,Bergen,7,100,,,,40.89593,-74.084888
421,Oak Knoll of the Holy Child,New Jersey,Union,19,100,,,,40.711023,-74.366855
422,Oak Tree Elementary,New Jersey,Middlesex,117,100,,,,40.2950271,-74.4741639
423,Ocean Academy,New Jersey,Ocean,12,100,,,,39.1013555,-74.7990151
424,Ocean Gate,New Jersey,Ocean,21,100,,,,39.92385,-74.1433882
425,Ogdensburg Public,New Jersey,Sussex,22,100,,,,41.078532,-74.594352
426,Oldmans Township,New Jersey,Salem,31,100,,,,39.7548232,-75.4038121
427,Oliver Street,New Jersey,Essex,112,100,,,,40.726049,-74.1696629
428,"Ollie E. Culbreth, Jr. Elementary / 14",New Jersey,Hudson,54,100,,,,40.7143714,-74.0770457
429,Oriental Genius Academy,New Jersey,Union,5,100,,,,40.7090921,-74.3042587
430,Our Lady of Czestochowa,New Jersey,Hudson,62,100,,,,40.7148472,-74.0388867
431,Our Lady of Good Counsel,New Jersey,Burlington,41,100,,,,39.9620674,-74.9484388
432,Our Lady of Hope Regional,New Jersey,Camden,31,100,,,,39.7942623,-75.0639437
433,Our Lady of Mercy Academy,New Jersey,Morris,30,100,,,,41.0317494,-74.0463004
434,Our Lady of Mount Carmel,New Jersey,Morris,11,100,,28.6,,40.2229084,-74.0182912
435,Our Lady of Mt. Carmel,New Jersey,Monmouth,18,100,,,,40.2222892,-74.02096
436,Our Lady of Perpetual Help,New Jersey,Burlington,26,100,,,,39.95554,-74.9974736
437,Our Lady of Perpetual Help Day,New Jersey,Essex,22,100,,,,40.7564469,-74.168642
438,Our Lady of Sorrows,New Jersey,Mercer,18,100,,,,40.237588,-74.692093
439,Our Lady Of Victories,New Jersey,Middlesex,13,100,,,,40.4583727,-74.3601075
440,Our Lady Queen of Peace Early Learning Academy,New Jersey,Passaic,6,100,,,,41.155648,-74.356009
441,Our Lady Star of the Sea Regional,New Jersey,Atlantic,10,100,,,,39.3565092,-74.4447536
442,Our Redeemer Lutheran,New Jersey,Middlesex,17,100,,,,40.5303494,-74.3159682
443,PALS Play and Learn,New Jersey,Somerset,7,100,,,,40.497606,-74.6197921
444,Park Elementary,New Jersey,Essex,95,100,,,,40.7837252,-74.1709534
445,Passaic Public 5,New Jersey,Passaic,70,100,,,,40.8674748,-74.1207296
446,Paterson 16,New Jersey,Passaic,67,100,,,,40.9046219,-74.1572686
447,Paterson P.S. 13,New Jersey,Passaic,62,100,,,,40.9164522,-74.1523139
448,Paterson P.S. 14,New Jersey,Passaic,39,100,,,,40.9235555,-74.1810806
449,Paterson P.S. 20,New Jersey,Passaic,41,100,,,,40.9063364,-74.1411018
450,Paterson P.S. 28,New Jersey,Passaic,88,100,,,,40.9230805,-74.1726082
451,Paterson P.S. 5,New Jersey,Passaic,108,100,,,,40.9193518,-74.1828636
452,Paterson PS 25,New Jersey,Passaic,57,100,,,,40.897153,-74.1445762
453,Paterson PS 26,New Jersey,Passaic,53,100,,,,40.921776,-74.1420915
454,Paterson PS 27,New Jersey,Passaic,88,100,,,,40.9204102,-74.1995389
455,Paterson Public 12,New Jersey,Passaic,43,100,,,,40.9184697,-74.1688204
456,Paterson Public 24,New Jersey,Passaic,75,100,,,,40.9093558,-74.1536405
457,Paterson Public 8,New Jersey,Passaic,47,100,,,,40.913417,-74.1704027
458,Pennington Montessori,New Jersey,Mercer,8,100,,,,40.3361268,-74.7994202
459,Pennsylvania Avenue,New Jersey,Atlantic,77,100,,,,39.3674165,-74.4258157
460,Peppermint Tree,New Jersey,Middlesex,7,100,,,,40.5115634,-74.3468229
461,Perth Amboy Catholic Primary Campus,New Jersey,Middlesex,15,100,,,,40.524943,-74.287666
462,Peter Muschal Elementary,New Jersey,Burlington,136,100,,,,40.1517325,-74.6850521
463,Petits Enfants,New Jersey,Middlesex,15,100,,,,40.5464519,-74.359724
464,Phoenix Academy Day Care Center,New Jersey,Union,14,100,,,,40.6330569,-74.396424
465,"Piece of Heaven Preschool, LLC",New Jersey,Union,14,100,,,,40.6973464,-74.2330393
466,Pine Acres Early Childhood Center,New Jersey,Gloucester,78,100,,,,39.7965951,-75.1624393
467,Pingry Lower,New Jersey,Essex,32,100,,,,40.743253,-74.334553
468,Pioneer Academy,New Jersey,Passaic,13,100,,,,40.9135579,-74.2334349
469,Plainfield Area YMCA at Queen City Academy,New Jersey,Union,36,100,,,,40.6038182,-74.4293883
470,Pohatcong,New Jersey,Warren,32,100,,,,40.654858,-75.153032
471,Politz Day,New Jersey,Camden,17,100,,,,39.932806,-75.012962
472,Pope John Paul II Regional,New Jersey,Burlington,10,100,,,,40.0426,-74.9004999
473,Precious Gems Montessori,New Jersey,Middlesex,9,100,,,,40.5435188,-74.3714094
474,Presbyterian Nursery and Kindergarten,New Jersey,Union,46,100,,,,40.6531901,-74.3473609
475,Preschool Playhouse,New Jersey,Hudson,8,100,,,,40.6690648,-74.1180701
476,Primary Prep,New Jersey,Hudson,34,100,,,,40.7267007,-74.0663172
477,Primoris Academy,New Jersey,Bergen,10,100,,,,40.9926179,-74.0365862
478,Primrose at Mountainside,New Jersey,Union,20,100,,,,40.6799993,-74.3324085
479,Primrose of Berkeley Heights,New Jersey,Union,16,100,,,,40.6891053,-74.4330946
480,Princeton Academy of the Sacred Heart,New Jersey,Mercer,12,100,,,,40.375788,-74.700101
481,Princeton Charter,New Jersey,Mercer,40,100,,,,40.3695213,-74.6570446
482,Princeton Child Development Institute,New Jersey,Mercer,5,100,,,,40.331421,-74.728972
483,Princeton Day,New Jersey,Mercer,31,100,,,,40.3618973,-74.6905843
484,Princeton Friends,New Jersey,Mercer,6,100,,,,40.3269875,-74.6781104
485,Princeton Meadow Preschool,New Jersey,Mercer,6,100,,,,40.3015908,-74.6514792
486,Princeton Montessori,New Jersey,Somerset,23,100,,,,40.3827083,-74.6955457
487,Puddle Jumpers Academy,New Jersey,Burlington,8,100,,,,39.9509042,-74.9512184
488,Pulaski 8,New Jersey,Passaic,57,100,,,,40.8653028,-74.1147326
489,Quality Time Child Care,New Jersey,Morris,19,100,,,,41.0263499,-74.5135372
490,Quarter Mile Lane,New Jersey,Cumberland,65,100,,,,39.4200864,-75.2494816
491,Quinton Township,New Jersey,Salem,25,100,,,,39.5436913,-75.4122353
492,Quitman Street,New Jersey,Essex,47,100,,,,40.7301415,-74.1836319
493,Radcliffe Elementary,New Jersey,Essex,51,100,,,,40.8212541,-74.1672396
494,Rafael Hernandez Elementary,New Jersey,Essex,41,100,,,,40.762116,-74.16674
495,Rainbow Montessori,New Jersey,Passaic,12,100,,,,40.8793757,-74.1262529
496,Rainbow Montessori and Academy,New Jersey,Essex,5,100,,,,40.834832,-74.1808494
497,"Ready, Set, Grow Preschool",New Jersey,Passaic,11,100,,,,40.9534282,-74.2327434
498,Red Bank Elementary,New Jersey,Gloucester,43,100,,,,39.8677244,-75.1659389
499,Red Bank Primary,New Jersey,Monmouth,134,100,,,,40.3424167,-74.0824777
500,Richard E. Byrd Elementary,New Jersey,Bergen,38,100,,,,40.9618112,-74.1365522
501,Richmond Avenue Elementary,New Jersey,Atlantic,76,100,,,,39.3498357,-74.4604395
502,Rieck Avenue,New Jersey,Cumberland,82,100,,,,39.3890792,-75.0738751
503,Right Start Learning Center,New Jersey,Bergen,9,100,,,,40.9011095,-74.0067615
504,Riverton Public,New Jersey,Burlington,26,100,,,,40.0114677,-75.0128761
505,Robert B. Jaggard,New Jersey,Burlington,55,100,,,,39.8778515,-74.9048919
506,Robert L. Craig,New Jersey,Bergen,29,100,,,,40.8447718,-74.0481451
507,Robert Mascenik,New Jersey,Middlesex,38,100,,,,40.5747003,-74.3148627
508,Robert Treat Academy Charter - Adubato Campus,New Jersey,Essex,54,100,,,,40.7656602,-74.1720609
509,Robinson Elementary,New Jersey,Mercer,66,100,,,,40.1960245,-74.6942903
510,Rockaway Meadow Elementary,New Jersey,Morris,32,100,,,,40.8670209,-74.3691024
511,"Ronald Reagan Academy, 30",New Jersey,Union,80,100,,,,40.681013,-74.2079357
512,Roosevelt - Lodi,New Jersey,Bergen,37,100,,,,40.8731516,-74.0907721
513,Roosevelt 10,New Jersey,Passaic,118,100,,,,40.8707613,-74.1223248
514,Roosevelt Elementary,New Jersey,Union,26,100,,8,,40.7955105,-74.1217195
515,Roosevelt Public,New Jersey,Monmouth,9,100,,,,40.2189481,-74.4752213
516,Roseland Child Development Center,New Jersey,Essex,11,100,,,,40.816527,-74.3061295
517,Rutgers Preparatory,New Jersey,Somerset,13,100,,,,40.5254799,-74.4950559
518,Ryerson Elementary,New Jersey,Passaic,37,100,,,,40.9291345,-74.270676
519,Sacred Heart,New Jersey,Hudson,8,100,,3.8,,40.706945,-74.0833039
520,Sacred Heart,New Jersey,Hudson,12,100,,3.8,,40.706945,-74.0833039
521,Sacred Heart,New Jersey,Hudson,21,100,,3.8,,40.706945,-74.0833039
522,Saddle River Day,New Jersey,Bergen,6,100,,,,41.030314,-74.086102
523,Saint Aloysius Elementary Academy,New Jersey,Hudson,25,100,,,,40.7249839,-74.0783533
524,Saint Ambrose,New Jersey,Middlesex,15,100,,,,40.3957043,-74.3154501
525,Saint Andrew's Nursery and Kindergaten,New Jersey,Union,17,100,,,,40.6930342,-74.4003541
526,Saint Ann's,New Jersey,Mercer,26,100,,,,40.265901,-74.7440655
527,Saint Anthony of Padua,New Jersey,Camden,14,100,,,,39.9571685,-75.0912026
528,Saint Anthony's,New Jersey,Passaic,20,100,,,,40.948742,-74.151797
529,Saint Augustine,New Jersey,Hudson,20,100,,,,40.7756329,-74.0246923
530,Saint Bartholomew Academy,New Jersey,Union,17,100,,,,40.6522949,-74.3912832
531,Saint Brendan,New Jersey,Passaic,22,100,,,,40.8917652,-74.1383811
532,Saint Catherine of Siena,New Jersey,Essex,23,100,,,,40.845436,-74.226229
533,Saint Cecilias Catholic,New Jersey,Camden,27,100,,,,39.9574809,-75.0651409
534,Saint Charles Borromeo,New Jersey,Burlington,22,100,,,,39.9886287,-74.9910416
535,Saint Elizabeth,New Jersey,Bergen,17,100,,,,41.015062,-74.170619
536,Saint Francis Academy,New Jersey,Hudson,28,100,,,,40.7639017,-74.0386075
537,Saint Gerard Majella,New Jersey,Passaic,15,100,,,,40.9269786,-74.1889962
538,Saint Gregory the Great Academy,New Jersey,Mercer,37,100,,,,40.2232767,-74.6385174
539,Saint Helena's,New Jersey,Middlesex,27,100,,,,40.585376,-74.3594172
540,Saint James,New Jersey,Somerset,27,100,,,,40.69868,-74.546901
541,Saint James Elementary,New Jersey,Monmouth,29,100,,,,40.3480224,-74.0665862
542,Saint Jerome,New Jersey,Monmouth,15,100,,,,40.284269,-74.0233594
543,Saint Joan of Arc,New Jersey,Burlington,45,100,,,,39.8822055,-74.9066932
544,Saint John Vianney,New Jersey,Middlesex,42,100,,,,40.5997848,-74.3210072
545,Saint John's Academy,New Jersey,Bergen,10,100,,,,41.0033593,-74.0444205
546,Saint Joseph,New Jersey,Morris,20,100,,,,40.7408154,-74.0569694
547,Saint Joseph Pro-Cathedral,New Jersey,Camden,21,100,,,,39.9470707,-75.0833535
548,Saint Joseph's Grade,New Jersey,Hudson,20,100,,,,40.730408,-74.057407
549,Saint Margaret Regional,New Jersey,Gloucester,43,100,,,,39.8142738,-75.1578082
550,Saint Martin's,New Jersey,Somerset,12,100,,,,40.6279318,-74.6026208
551,Saint Mary of the Lakes,New Jersey,Burlington,19,100,,,,39.9013655,-74.8271322
552,Saint Mary's,New Jersey,Passaic,38,100,,4.6,,41.0021024,-74.2893609
553,Saint Matthew,New Jersey,Middlesex,23,100,,,,40.5107244,-74.3966949
554,Saint Matthias,New Jersey,Somerset,42,100,,,,40.5005308,-74.5028807
555,Saint Michael - Union,New Jersey,Union,46,100,,,,40.7013785,-74.2701458
556,Saint Patrick,New Jersey,Morris,29,100,,,,40.7377624,-74.3885528
557,Saint Rose Grammar,New Jersey,Monmouth,26,100,,,,40.18282,-74.02297
558,Saint Rose of Lima Academy,New Jersey,Essex,9,100,,,,40.7208879,-74.3185321
559,Saint Stephen's Preschool,New Jersey,Essex,9,100,,,,40.7212256,-74.3075588
560,Saint Teresa of Avilla Early Childhood Center,New Jersey,Union,36,100,,,,40.7159346,-74.3623726
561,Saint Theresa,New Jersey,Union,11,100,,,,40.6791754,-74.2907372
562,Saint Therese,New Jersey,Morris,19,100,,,,40.873292,-74.642314
563,Salem Drive,New Jersey,Morris,40,100,,,,40.8128982,-74.4354341
564,Sandshore,New Jersey,Morris,69,100,,,,40.8628998,-74.7724663
565,Sandyston-Walpack Consolidated,New Jersey,Sussex,14,100,,,,41.2036602,-74.8039205
566,Santa Fe I and Santa Fe II,New Jersey,Union,5,100,,,,40.701605,-74.413193
567,Sayen,New Jersey,Mercer,50,100,,,,40.2317993,-74.6711687
568,School Time,New Jersey,Monmouth,7,100,,,,40.1738571,-74.6085589
569,Schuyler,New Jersey,Hudson,53,100,,,,40.7740529,-74.1343257
570,Sea Girt Elementary,New Jersey,Monmouth,11,100,,,,40.1328838,-74.0425568
571,Seabrook,New Jersey,Cumberland,64,100,,,,39.5036307,-75.2191002
572,Sen. Frank Lautenberg,New Jersey,Passaic,70,100,,,,40.919665,-74.1615671
573,Sinai Christian Academy,New Jersey,Union,10,100,,,,40.6460879,-74.2228294
574,Slackwood Elementary,New Jersey,Mercer,55,100,,,,40.2510943,-74.739742
575,Small World Montessori,New Jersey,Bergen,14,100,,,,40.8488862,-73.9751769
576,Smart Start Preschool,New Jersey,Monmouth,20,100,,,,40.3648372,-74.0342403
577,Smarty Pants Daycare and Preschool,New Jersey,Ocean,6,100,,,,40.051924,-74.140525
578,Soaring Heights Charter,New Jersey,Hudson,24,100,,,,40.6980672,-74.1007907
579,Solomon Schechter Day of Greater Monmouth County,New Jersey,Monmouth,17,100,,,,40.3122418,-74.2468511
580,Somerville Elementary,New Jersey,Bergen,59,100,,,,40.9737452,-74.0995055
581,South Bergen Jointure Commission - Maywood,New Jersey,Bergen,15,100,,,,40.8997433,-74.0639091
582,South Orange Country Day,New Jersey,Essex,11,100,,,,40.7557471,-74.25192
583,Sovereign Avenue Elementary,New Jersey,Atlantic,67,100,,,,39.3552945,-74.4517664
584,Spark Academy,New Jersey,Essex,112,100,,,,40.7337901,-74.1748001
585,Speedway,New Jersey,Essex,76,100,,,,40.745473,-74.215895
586,Spring Garden,New Jersey,Essex,36,100,,,,40.828213,-74.163723
587,Spring Spring,New Jersey,Bergen,21,100,,,,40.9349634,-73.9586431
588,Springfield Township Elementary,New Jersey,Burlington,23,100,,,,40.0362772,-74.7026478
589,St. Augustine of Canterbury,New Jersey,Middlesex,32,100,,,,40.4344176,-74.5378788
590,Stellar Academy - Bridgewater,New Jersey,Somerset,37,100,,,,40.6076241,-74.6257684
591,STEM Academy For Young Kids,New Jersey,Middlesex,35,100,,,,40.570973,-74.341006
592,Step by Step,New Jersey,Hudson,12,100,,,,40.7476689,-74.0381438
593,Stepping Stone Learning Center,New Jersey,Bergen,5,100,,,,40.919772,-74.036716
594,Stepping Stone Nursery - Hardyston,New Jersey,Sussex,5,100,,,,41.088208,-74.51995
595,Sunnybrae Elementary,New Jersey,Mercer,51,100,,,,40.1887759,-74.6715203
596,Sunnymead,New Jersey,Somerset,81,100,,,,40.5315218,-74.6121599
597,Sunshine Daycare #1 - 322 Washington Ave,New Jersey,Essex,5,100,,,,40.793899,-74.149681
598,Sunshine Daycare #4 - 322-326 Washington Ave,New Jersey,Essex,11,100,,,,40.8683743,-74.2833113
599,Sunshine Daycare #5 - Union Ave,New Jersey,Essex,16,100,,,,40.8023181,-74.1537567
600,Sussex Avenue,New Jersey,Essex,41,100,,,,40.7505,-74.1890752
601,Sussex Christian,New Jersey,Sussex,7,100,,,,41.2137522,-74.6047594
602,Talmud Torah Ohr Elchonon,New Jersey,Ocean,13,100,,,,40.107613,-74.226658
603,Tashbar of Lakewood,New Jersey,Ocean,67,100,,,,40.0657512,-74.2123281
604,Teaneck Community Charter,New Jersey,Bergen,36,100,,,,40.8840711,-74.0237046
605,Temple Beth Sholom Early Childhood Education Center,New Jersey,Camden,12,100,,,,39.8755784,-74.9543678
606,Texas Avenue,New Jersey,Atlantic,63,100,,,,39.3579946,-74.4440548
607,The Beechwood,New Jersey,Camden,7,100,,,,39.9109022,-75.0305736
608,The Cherry Blossom Montessori,New Jersey,Somerset,14,100,,,,40.519793,-74.684704
609,The Children's House,New Jersey,Essex,8,100,,,,40.8315001,-74.2479892
610,The Children's Studio,New Jersey,Bergen,9,100,,,,40.83135,-74.0954718
611,The Elisabeth Morrow,New Jersey,Bergen,30,100,,,,40.9032727,-73.9589888
612,The French Academy,New Jersey,Morris,5,100,,,,40.765218,-74.4879882
613,The Giving Nest Preschool and Kindergarten - North Plainfield,New Jersey,Somerset,10,100,,,,40.6110715,-74.455671
614,The Goddard - Harrison,New Jersey,Gloucester,5,100,,,,39.755046,-75.209992
615,The Goddard - Hillsborough,New Jersey,Somerset,19,100,,,,40.5031591,-74.6720096
616,The Goddard - Lacey,New Jersey,Ocean,12,100,,,,39.844661,-74.193587
617,The Goddard - Moorestown,New Jersey,Burlington,22,100,,,,39.951372,-74.951663
618,The Goddard - Mount Laurel,New Jersey,Burlington,7,100,,,,39.966632,-74.89722
619,The Goddard - Old Bridge,New Jersey,Middlesex,13,100,,,,40.376887,-74.356304
620,The Goddard - Ramsey,New Jersey,Bergen,13,100,,,,41.0772305,-74.1315962
621,The Goddard - Toms River - Route 70,New Jersey,Ocean,7,100,,,,40.036738,-74.245727
622,The Goddard - Westamption,New Jersey,Burlington,6,100,,,,40.010051,-74.789007
623,The Goddard (Sicklerville location),New Jersey,Camden,11,100,,,,39.749439,-75.022913
624,The Goddard of Cherry Hill,New Jersey,Camden,11,100,,,,39.913228,-74.965988
625,The Goddard of Manalapan,New Jersey,Monmouth,28,100,,,,40.3040013,-74.355876
626,The Gray Charter,New Jersey,Essex,50,100,,,,40.7307824,-74.1690153
627,The Green House Preschool and Kindergarten - Fort Lee,New Jersey,Bergen,19,100,,,,40.8591455,-73.9779588
628,The John P. Holland Charter,New Jersey,Passaic,86,100,,,,40.9132967,-74.1739415
629,The Lauren Wendroff Early Children's Academy,New Jersey,Hudson,9,100,,,,40.682292,-74.113083
630,The Learning Circle-YMCA,New Jersey,Union,18,100,,,,40.7119625,-74.3463802
631,The Learning Experience - Old Bridge,New Jersey,Middlesex,10,100,,,,40.3543513,-74.3465475
632,The Learning Experience - Warren,New Jersey,Somerset,13,100,,,,40.5340429,-74.51021
633,The Learning Experience - West Windsor,New Jersey,Mercer,23,100,,,,40.289145,-74.5811497
634,The Learning Experience of Montgomery,New Jersey,Somerset,10,100,,,,40.450366,-74.662019
635,"The Learning Junction, Inc.",New Jersey,Middlesex,8,100,,,,40.5656884,-74.2529662
636,The Lincroft Center for Children,New Jersey,Monmouth,10,100,,,,40.3432559,-74.136141
